course	uuid	node_id
csa	5e2e39ac-f3db-4172-9fdc-716397a56482	3.4.A.1
csa	2695ee51-4136-46af-82fb-723bf7383d68	3.4.A.2
csa	9b45326f-1f5f-447f-98e5-b5c3edaddcb6	3.4.A.2
csa	46a72226-53be-4ca0-817b-6e7a6fd327c7	3.4.A.3
csa	f2a0af02-6ce8-4298-946f-b4190cd77b4c	3.4.A.4
csa	6c0957b3-a4cd-4913-a1ae-9685e1be3164	3.4.A.5
csa	d248bfa2-1699-4b54-86bb-b2cab6ce0c58	3.4.A.5
csa	782d0358-3846-463b-9761-cc2334737cd2	3.5.A.2
csa	a68e7001-03fa-4b58-b840-d300de8b7fcb	3.5.A.2
csa	5d29e344-b576-4d86-8bbc-2f3a344a90e2	3.5.A.4
csa	c3eac1ba-7741-46b3-bf65-1e997df9a229	3.5.A.4
csa	9bae5d1e-cb5b-43c7-afb5-d6baf62f9026	3.5.A.5
csa	c6b84d1b-0762-48aa-ac65-ac4e0654d101	3.5.A.5
csa	0d0b4211-04ff-4dbe-9566-c0a7db853579	3.5.A.6
csa	88888a01-8ca2-4743-9ee3-83eaa25cef0c	3.5.A.8
csa	5cb2b629-9093-47cb-87f1-78de5c092b93	3.6.A.1
csa	7a497f9e-92ca-4682-8cf0-1bd6565e3cba	3.6.A.1
csa	7ad90f11-173f-4aa2-8661-9a4cb6ce908b	3.6.A.1
csa	d053b062-2114-4d6a-be03-03bc617fbbd0	3.6.A.1
csa	e8d29d8f-1bb2-4cb9-af9f-d1227eea3daa	3.6.A.1
csa	f04d0b75-6470-40d7-a5c2-99f6bf688fc9	3.6.A.1
csa	51557056-5415-4b7a-83fe-6ac83fa9bc60	3.6.A.2
csa	b08a3884-8b07-4035-b164-13fba0b12dd7	3.7.A.1
csa	3f5e4728-eb75-419d-9e68-cf472621f31d	3.7.B.1
csa	8377675d-df43-4f6f-b647-c987cda92bc4	3.7.B.1
csa	1299d65a-01d1-4cac-a1ab-bc58de7c898d	3.7.B.3
csa	9cef504a-87e1-459f-89e6-5a27cd735274	3.7.B.3
csa	8109d567-8471-492b-866e-e7aedcab97ac	3.8.A.1
csa	a71911ac-6a6b-4d57-87c1-f962ad7bf033	3.8.A.1
csa	ccf868b7-a891-4d1f-9b72-b1baa696cc73	3.8.A.1
csa	b6e42f58-0fe1-4ed1-93d7-cb6c7e77b69a	3.8.A.2
csa	bbe6007e-a4c9-4c26-a840-c410baad2d75	3.8.A.2
csa	c0870199-de97-448d-80ae-539b450b4f1c	3.8.A.2
csa	28d97886-e32f-4a69-8411-80a706f0fffa	3.9.A.1
csa	92c4ba1c-55f8-4806-bb29-9732813be256	3.9.A.1
csa	b8d83981-ab4d-4684-b42a-3a445a7fa2bb	3.9.A.1
csa	c843d2a5-113c-42e8-abf2-1cc26244424e	3.9.A.1
csa	f0f814d7-5566-40a6-a793-4c78e31b0225	3.9.A.1
csa	5fa96a4e-6c22-4d67-aff5-d507146b747c	3.9.A.2
csa	7ef21c3b-cc22-4e19-b52a-33f863580ecb	3.9.A.2
csa	19494040-d06e-4fb0-ba96-de4eb58fffc7	4.1.A.1
csa	eb1d85fb-6364-4431-9992-c8760cc3c2d2	4.1.A.1
csa	c5212f86-4cfe-4fc7-9a9a-b1a58f5b2310	4.1.B.1
csa	012121cb-e00e-4fcf-a0d7-ab0cdd675cc3	4.1.B.2
csa	7a4bb7b4-dab4-49a1-82d8-9265d61f8c51	4.1.B.3
csa	8591041b-3cb3-4558-93b7-1a531b55905b	4.1.C.1
csa	3d153afc-500e-4f55-a5e8-41192ce59218	4.10.A.1
csa	a4233785-d24f-46f0-a281-a5912a0e0444	4.10.A.1
csa	eed0d672-c325-43b4-bee8-11765ed54302	4.10.A.1
csa	a809273f-defe-485d-a047-f2f9641093a3	4.10.A.2
csa	2bb6d7e1-db2e-443e-9c0a-8717802f0a41	4.11.A.1
csa	418bc867-a4d4-4085-94a8-e1ee281c5787	4.11.A.1
csa	4df0fbb2-e5a6-4831-a0f8-d3a7235a03a2	4.11.A.1
csa	6fe212fa-62ff-43d3-aee9-d026b5e59a74	4.11.A.1
csa	d718aba6-c442-4a77-be40-4b78bdedb0fb	4.11.A.1
csa	6d700155-72d5-4e11-b550-a8b8a38bcc59	4.11.A.2
csa	7a20ade3-25d9-4bf2-a02a-e503969faa37	4.11.A.3
csa	7f510ba7-cadd-49da-94a5-226eb33be419	4.11.A.3
csa	b263f73a-87c5-40a4-8023-bf437d9d96ec	4.11.A.4
csa	cbf19072-c507-4d41-b497-dad0d8a2120f	4.11.A.5
csa	5aab9557-1f0d-417e-82ec-8ac8df8545da	4.11.A.6
csa	a3e6b87f-9b9b-40c7-8200-ab92051c8cc9	4.11.A.6
csa	733b725c-4d42-4f05-9695-e79161b2c224	4.12.A.1
csa	ab95ea7e-75e2-46c5-8960-23ff0b0cbb03	4.12.A.1
csa	93e07719-56ae-4ffc-bef0-5f5718e6b56d	4.12.A.2
csa	474d9abf-f816-44ae-ad17-d10fb3092da3	4.13.A.1
csa	9dd34095-a834-4241-bdc9-8d7b22339684	4.13.A.1
csa	ddb7262e-ac0a-4e1b-bfd3-2a4e9122fa69	4.13.A.1
csa	acf6fcdf-fd97-48e4-9c26-59653ad95652	4.14.A.1
csa	eec94a13-b072-4718-a50b-2e037b87f85b	4.14.A.1
csa	4f8f38de-8683-46a0-aa01-75bb6c554a18	4.15.A.1
csa	51aad284-82d8-421a-ba93-2f0f421adae3	4.15.A.1
csa	aca3d238-205a-4a69-92f4-51f4184f7b55	4.15.A.1
csa	7b9697c5-a876-4f45-96f4-5ca26f156571	4.15.A.2
csa	9e856ff2-3bc5-4af3-a872-cc4b6e16cec7	4.15.A.2
csa	93abd1b8-cff0-4ca7-8bfa-d84b0cd014e1	4.15.A.3
csa	caea1f1a-93dd-4eb0-aaa5-bc1f26f25589	4.15.A.3
csa	0bf1e69d-84bd-4c2f-b1fa-3e20fcf26fe6	4.16.A.1
csa	5c489ffe-fd98-4fde-a16b-4d37b9e29859	4.16.A.1
csa	a2df6e0f-f6e2-4dd7-996d-fa0f3c00d61a	4.16.A.2
csa	8e576490-d728-40d0-8bc2-f0260df2dd7a	4.16.A.3
csa	9ce0d824-047a-487c-a532-2cbb5de9ee5d	4.16.A.3
csa	d2c85272-cb3d-44cd-9cbf-0c7118fb0aa8	4.17.A.1
csa	46a49dd0-bdd9-4e69-9a60-83501468feae	4.17.B.1
csa	bf2140d4-7656-43ef-adca-23b07f559e9a	4.17.B.1
csa	ba9b6405-9828-40f5-a2ee-f8edb4a03d56	4.17.B.2
csa	3ddedaa2-702d-498b-a7d3-40c3cc21c20f	4.17.B.3
csa	c3edbbac-dd79-4297-9fa0-fdc1d86e0b11	4.17.B.3
csa	1495d581-d331-4720-8642-cbed74311e8c	4.17.C.2
csa	d60ca895-44a6-46a6-92b1-d3ac66088ab9	4.17.C.2
csa	46eb89a5-5d50-4677-bfa5-6d8af5dab774	4.2.A.1
csa	c57f6798-0a7b-4e1c-90f9-d24adcd65817	4.2.A.2
csa	2dcfeb0b-6693-4969-a426-bbaf294d0a23	4.2.A.3
csa	578541b7-0dde-438a-a05b-8ca7cd8f4dd1	4.3.A.1
csa	9aa75e5c-785a-43b3-8cba-e640d4c38b77	4.3.A.1
csa	adcdbf4a-89eb-4644-9ed0-624215b0109e	4.3.A.1
csa	c6385690-0d73-4c8c-99a7-b90f35e96ffb	4.3.A.1
csa	f6cfcc43-c108-47e5-af2e-3c1e1f2c033c	4.3.A.2
csa	44742501-76fd-4448-9160-91d8407a75a9	4.3.A.3
csa	76a2f195-8d64-4c3f-96e2-ac930e0a6170	4.3.A.3
csa	d8dba558-f3ea-4a32-a0a6-c5835ec40c7c	4.3.A.3
csa	f5f769b1-c0a9-4064-bed9-676968202b2c	4.3.A.3
csa	959a02e6-3b27-4ad6-9da2-098cc79e93af	4.3.A.4
csa	5d01e79a-4151-4866-a156-255091245013	4.3.A.5
csa	a30bed67-3875-4cdf-b1ef-0ea6d1084b9d	4.3.A.5
csa	bbe7cc03-7675-4ad7-9e84-aa9c45645d28	4.3.A.5
csa	9d199b14-28a1-4461-8bc5-b4ce67e1950c	4.3.A.6
csa	aadeeb54-3cd1-4a6b-ab73-d5313c67ac50	4.3.A.6
csa	899abfa9-cf78-4be1-989a-46f649d8d6cb	4.4.A.2
csa	ca386b5b-7a47-4436-8a9a-bb5fed049c58	4.4.A.2
csa	d8ef5bfe-1aac-487e-b668-ce0cc675f531	4.4.A.2
csa	c37ea379-82f3-4187-b789-cb623c34a122	4.4.A.3
csa	38aa08a4-8d95-468a-856f-51ee934fa8a3	4.4.A.4
csa	ff94b73a-a101-4815-9f0c-fe262f7dff72	4.4.A.4
csa	c2d7b9c8-20e4-4851-9c6b-ccfaa6aeec76	4.4.A.5
csa	312e3eb2-764a-4c1c-8cb0-f88beb821198	4.4.A.6
csa	e0a704d4-00ac-4146-935d-45418c052106	4.4.A.6
csa	23c9ce34-caa8-4d40-9085-e0aaf04613b6	4.5.A.1
csa	6bb0123a-2f8a-43c2-8953-cccd40237850	4.5.A.1
csa	719b1a34-eb83-4eb0-9a23-c7feb28168ed	4.5.A.1
csa	ba96b284-8f3e-4570-8802-bc690a016bce	4.5.A.1
csa	c0902251-4e08-4b1b-887f-43393659ae9d	4.5.A.1
csa	c93988dc-7ff5-44e5-a5df-6ae2cf834564	4.5.A.1
csa	d4cbd23c-652d-4acd-a7ae-387b31a0b7b9	4.5.A.1
csa	f087a331-ec11-4b7c-a4fa-c0041554a439	4.5.A.1
csa	4e5027b3-1078-4c00-8971-a6bc5eb6464b	4.6.A.1
csa	7d475d4e-874e-41cc-bb3d-ac89ccaf4e98	4.6.A.2
csa	634caae1-89d4-40e8-adb1-7dadeb07b8a6	4.6.A.4
csa	40480fc9-8d18-49e0-bd04-05d3b9ba07dc	4.6.A.5
csa	993d25cf-b0b4-4447-aca8-0a542f1882fa	4.6.A.6
csa	e072a833-32a6-480b-9b08-0306dcff3aa4	4.6.A.7
